,사고날짜,주/야 구분,사망자 수,부상자 수,시군구 코드,사고유형 코드
721,2019033011,주간,1,2,1803,32
722,2019033014,주간,1,4,2101,21
723,2019033015,주간,1,6,1326,25
724,2019033020,야간,1,1,2301,01
725,2019033100,야간,1,4,1606,23
726,2019033105,야간,1,1,1325,02
727,2019033109,주간,1,1,1606,01
728,2019033112,주간,1,1,1305,32
729,2019033114,주간,1,2,1516,21
730,2019033115,주간,1,1,2601,01
731,2019033120,야간,1,1,2701,02
732,2019033121,야간,1,1,1103,05
733,2019033121,야간,1,1,1325,22
734,2019040106,주간,1,1,2307,22
735,2019040107,주간,1,1,2024,01
736,2019040107,주간,1,1,1813,01
737,2019040110,주간,1,3,1212,22
738,2019040113,주간,1,1,1324,01
739,2019040113,주간,1,3,1102,21
740,2019040114,주간,1,1,1402,34
741,2019040115,주간,1,1,2208,01
742,2019040116,주간,1,2,2302,22
743,2019040116,주간,1,1,1120,01
744,2019040117,주간,1,1,2502,05
745,2019040118,야간,1,1,1904,32
746,2019040119,야간,1,1,1322,37
747,2019040122,야간,1,1,1935,05
748,2019040201,야간,1,1,2101,05
749,2019040205,야간,1,2,1325,23
750,2019040210,주간,1,2,2024,34
751,2019040210,주간,1,1,1404,23
752,2019040211,주간,1,1,1906,01
753,2019040216,주간,1,1,1602,22
754,2019040219,야간,1,2,2205,21
755,2019040222,야간,1,1,2604,22
756,2019040222,야간,1,1,1908,32
757,2019040300,야간,1,1,1620,34
758,2019040304,야간,1,1,1209,05
759,2019040307,주간,1,1,2207,32
760,2019040308,주간,1,1,1513,37
761,2019040309,주간,1,2,1401,23
762,2019040312,주간,1,2,1910,23
763,2019040312,주간,1,1,1818,38
764,2019040314,주간,1,1,1813,01
765,2019040316,주간,1,1,1606,01
766,2019040319,야간,1,1,2025,03
767,2019040321,야간,1,1,1714,02
768,2019040406,주간,1,1,2205,25
769,2019040408,주간,1,1,2304,25
770,2019040409,주간,1,1,1325,25
771,2019040412,주간,1,1,1922,32
772,2019040417,주간,1,1,1933,34
773,2019040418,야간,1,2,1828,34
774,2019040419,야간,1,2,1326,21
775,2019040419,야간,1,1,1316,01
776,2019040423,야간,1,1,1808,23
777,2019040503,야간,1,4,1334,23
778,2019040512,주간,1,1,1317,01
779,2019040513,주간,1,2,1302,38
780,2019040514,주간,1,17,1325,25
781,2019040518,야간,1,1,1502,01
782,2019040522,야간,1,1,1606,25
783,2019040523,야간,1,1,1302,01
784,2019040602,야간,1,1,1318,32
785,2019040607,주간,1,2,1823,23
786,2019040607,주간,1,2,1702,23
787,2019040617,주간,1,2,1902,22
788,2019040619,야간,1,2,1829,22
789,2019040620,야간,1,1,1311,01
790,2019040621,야간,1,4,2604,25
791,2019040621,야간,1,1,1723,04
792,2019040700,야간,1,1,2008,01
793,2019040700,야간,1,1,2003,03
794,2019040702,야간,1,1,1106,38
795,2019040703,야간,1,1,1111,05
796,2019040704,야간,1,1,1120,32
797,2019040705,야간,1,3,2009,23
798,2019040705,야간,1,1,1501,01
799,2019040710,주간,1,3,2030,22
800,2019040714,주간,1,1,1418,22
801,2019040714,주간,1,1,1319,35
802,2019040720,야간,1,1,1120,22
803,2019040803,야간,1,1,2203,01
804,2019040804,야간,1,2,2304,25
805,2019040805,야간,1,1,1315,01
806,2019040806,주간,1,1,2023,22
807,2019040806,주간,1,1,1902,01
808,2019040810,주간,1,1,1612,32
809,2019040811,주간,1,1,1306,22
810,2019040811,주간,1,2,1818,22
811,2019040811,주간,1,5,1917,21
812,2019040813,주간,1,1,1203,05
813,2019040820,야간,1,1,2505,05
814,2019040901,야간,1,2,1334,21
815,2019040901,야간,1,1,1305,23
816,2019040901,야간,1,1,2101,05
817,2019040901,야간,1,1,1114,01
818,2019040905,야간,1,3,1910,21
819,2019040905,야간,1,1,1603,01
820,2019040910,주간,1,1,1913,38
821,2019040912,주간,1,1,1115,22
822,2019040913,주간,1,3,1905,21
823,2019040916,주간,1,1,1612,37
824,2019040918,야간,1,1,1403,01
825,2019040920,야간,1,1,2303,01
826,2019040921,야간,1,5,1520,23
827,2019040921,야간,1,1,1308,02
828,2019040923,야간,1,1,2008,01
829,2019040923,야간,1,1,2101,01
830,2019041000,야간,1,1,1309,32
831,2019041006,주간,1,1,1605,32
832,2019041010,주간,1,1,1806,22
833,2019041015,주간,1,1,1830,22
834,2019041017,주간,1,3,1316,25
835,2019041019,야간,1,1,1818,38
836,2019041100,야간,1,1,2101,32
837,2019041102,야간,1,1,1925,25
838,2019041106,주간,2,2,1818,21
839,2019041114,주간,1,1,1521,01
840,2019041116,주간,1,1,1417,32
841,2019041117,주간,1,3,1713,22
842,2019041117,주간,1,1,1924,22
843,2019041119,야간,1,1,1316,21
844,2019041121,야간,1,1,1109,01
845,2019041123,야간,1,1,1303,01
846,2019041202,야간,1,3,1337,23
847,2019041208,주간,1,1,1316,22
848,2019041210,주간,1,1,2023,34
849,2019041211,주간,1,5,1806,22
850,2019041213,주간,1,2,1412,32
851,2019041216,주간,1,1,1412,22
852,2019041218,야간,1,1,1602,22
853,2019041218,야간,1,1,1111,22
854,2019041219,야간,1,1,1813,05
855,2019041220,야간,1,1,2030,02
856,2019041221,야간,1,1,2003,22
857,2019041222,야간,1,4,1324,23
858,2019041302,야간,1,1,1515,23
859,2019041309,주간,1,4,1711,22
860,2019041310,주간,1,3,2029,21
861,2019041314,주간,1,4,1925,23
862,2019041315,주간,1,1,1311,25
863,2019041319,야간,1,1,1205,02
864,2019041321,야간,1,2,1405,01
865,2019041400,야간,1,1,1124,01
866,2019041411,주간,1,1,1602,25
867,2019041413,주간,1,1,1317,21
868,2019041414,주간,1,1,1615,32
869,2019041414,주간,1,3,1313,23
870,2019041415,주간,1,1,1615,32
871,2019041420,야간,1,3,2003,22
872,2019041422,야간,1,1,2025,05
873,2019041422,야간,1,2,1208,22
874,2019041422,야간,1,1,2305,02
875,2019041423,야간,1,2,2013,34
876,2019041501,야간,2,2,2202,32
877,2019041507,주간,1,3,2601,23
878,2019041507,주간,1,1,2306,23
879,2019041508,주간,1,1,2024,22
880,2019041515,주간,1,3,1324,21
881,2019041518,야간,1,2,1905,37
882,2019041521,야간,1,1,1623,39
883,2019041523,야간,1,1,2504,01
884,2019041606,주간,1,3,2028,22
885,2019041607,주간,1,1,1616,22
886,2019041607,주간,1,1,1302,01
887,2019041610,주간,1,1,1501,02
888,2019041611,주간,1,1,2014,22
889,2019041611,주간,1,1,1903,39
890,2019041612,주간,1,1,1319,01
891,2019041615,주간,2,5,1902,22
892,2019041615,주간,1,1,1818,32
893,2019041615,주간,1,3,1821,21
894,2019041615,주간,1,1,1823,34
895,2019041617,주간,1,1,1326,38
896,2019041619,야간,1,1,1902,01
897,2019041619,야간,1,1,2030,04
898,2019041621,야간,1,1,1402,02
899,2019041622,야간,1,1,1326,05
900,2019041705,야간,1,1,2006,01
901,2019041708,주간,1,1,1209,22
902,2019041719,야간,1,1,1417,23
903,2019041722,야간,1,1,2602,01
904,2019041800,야간,1,1,1334,38
905,2019041804,야간,1,1,1602,05
906,2019041807,주간,1,2,2101,22
907,2019041807,주간,1,1,1611,22
908,2019041808,주간,1,1,1515,38
909,2019041810,주간,1,3,2009,22
910,2019041810,주간,1,1,1402,01
911,2019041813,주간,1,1,1823,22
912,2019041817,주간,1,1,1318,23
913,2019041823,야간,1,1,1421,32
914,2019041900,야간,1,1,2605,05
915,2019041903,야간,2,2,1316,21
916,2019041905,야간,1,3,1306,23
917,2019041905,야간,1,3,1910,21
918,2019041906,주간,1,1,1334,02
919,2019041911,주간,1,4,1902,22
920,2019041911,주간,2,2,1723,22
921,2019041915,주간,1,1,2503,25
922,2019041916,주간,1,5,1903,32
923,2019041918,야간,1,1,1402,22
924,2019041921,야간,1,1,2403,01
925,2019041922,야간,1,1,1818,23
926,2019041923,야간,1,1,1211,05
927,2019042000,야간,1,1,1303,01
928,2019042001,야간,1,1,1104,32
929,2019042003,야간,1,1,1404,01
930,2019042008,주간,1,1,1917,38
931,2019042009,주간,1,1,1701,02
932,2019042015,주간,1,2,1334,37
933,2019042019,야간,1,1,1503,01
934,2019042021,야간,1,1,2701,23
935,2019042021,야간,1,1,2102,32
936,2019042103,야간,1,1,1502,32
937,2019042103,야간,1,6,1113,32
938,2019042106,주간,1,2,1828,23
939,2019042115,주간,1,1,1501,22
940,2019042116,주간,1,1,1825,05
941,2019042118,야간,1,1,1712,34
942,2019042208,주간,1,1,1337,05
943,2019042208,주간,1,1,2101,22
944,2019042211,주간,1,2,1623,23
945,2019042212,주간,1,1,1701,01
946,2019042214,주간,1,1,1502,34
947,2019042215,주간,2,3,2009,22
948,2019042222,야간,1,1,1304,05
949,2019042310,주간,1,1,1306,22
950,2019042314,주간,1,1,1808,35
951,2019042320,야간,1,1,1602,02
952,2019042401,야간,1,1,1121,01
953,2019042413,주간,1,6,2306,22
954,2019042414,주간,1,1,2202,25
955,2019042417,주간,1,1,2306,01
956,2019042417,주간,1,2,2304,23
957,2019042419,야간,1,1,1404,01
958,2019042420,야간,1,1,1723,02
959,2019042504,야간,1,2,1412,32
960,2019042505,야간,1,1,2023,01
961,2019042505,야간,1,1,1302,37
962,2019042506,주간,1,1,1825,34
963,2019042510,주간,1,3,2301,21
964,2019042510,주간,1,1,1912,25
965,2019042511,주간,1,1,2014,05
966,2019042519,야간,1,1,1605,05
967,2019042522,야간,1,1,1905,32
968,2019042608,주간,1,1,1720,05
969,2019042608,주간,1,1,2102,05
970,2019042609,주간,1,1,1324,25
971,2019042612,주간,1,1,2030,01
972,2019042612,주간,1,1,1824,01
973,2019042612,주간,1,4,1804,23
974,2019042616,주간,1,1,1515,22
975,2019042620,야간,1,1,2310,37
976,2019042620,야간,1,1,1325,01
977,2019042621,야간,1,4,1303,23
978,2019042621,야간,1,1,1215,01
979,2019042702,야간,1,1,2206,23
980,2019042706,주간,1,1,2201,05
981,2019042706,주간,1,1,1501,32
982,2019042709,주간,1,2,1713,22
983,2019042712,주간,1,1,1905,25
984,2019042721,야간,1,4,1502,21
985,2019042800,야간,1,1,2605,01
986,2019042800,야간,1,1,1906,32
987,2019042802,야간,1,1,1502,01
988,2019042802,야간,1,5,1831,21
989,2019042803,야간,1,2,1210,22
990,2019042814,주간,1,1,1412,38
991,2019042818,야간,1,1,1905,34
992,2019042818,야간,1,1,1701,22
993,2019042900,야간,1,1,1502,33
994,2019042905,야간,1,1,1615,01
995,2019042909,주간,1,1,2309,22
996,2019042910,주간,1,1,1413,34
997,2019042910,주간,1,1,1501,32
998,2019042911,주간,1,1,2605,33
999,2019042911,주간,1,1,1903,32
